ip,query,malware_name,tag,port,country,org,isp,hostnames,first_seen,last_seen,projectlabel
104.237.240.112,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,DedFiberCo,DedFiberCo,104-237-240-112-host.colocrossing.com,2025-02-14,2025-02-14,CTI-IOA
82.180.146.166,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,India,Contabo GmbH,Contabo Asia Private Limited,vmi2172049.contaboserver.net,2025-02-14,2025-02-14,CTI-IOA
209.250.139.53,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Canada,Ontario Electrical Construction Company Ltd,Pathway Communications,209.250.139.53.tor.pathcom.com,2025-02-14,2025-02-14,CTI-IOA
92.222.241.75,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,France,FAST SERV INC d.b.a. QHoster.com,OVH SAS,ip75.ip-92-222-241.eu,2025-02-14,2025-02-14,CTI-IOA
103.53.171.25,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Viet Nam,KDATA Company Limited,Adsota Corporation,,2025-02-14,2025-02-14,CTI-IOA
147.45.221.180,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Germany,GLOBAL CONNECTIVITY SOLUTIONS LLP,GLOBAL CONNECTIVITY SOLUTIONS LLP,50890-3.ip-ptr.tech,2025-02-14,2025-02-14,CTI-IOA
37.187.112.19,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,France,OVH SAS,OVH SAS,ns327853.ip-37-187-112.eu,2025-02-14,2025-02-14,CTI-IOA
83.168.110.172,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Poland,Virtual Private Server,SkyPass Solutions Sp. z.o.o.,,2025-02-14,2025-02-14,CTI-IOA
147.45.221.184,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Germany,GLOBAL CONNECTIVITY SOLUTIONS LLP,GLOBAL CONNECTIVITY SOLUTIONS LLP,50890-7.ip-ptr.tech,2025-02-14,2025-02-14,CTI-IOA
108.181.157.69,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,Psychz Networks,Psychz Networks,,2025-02-14,2025-02-14,CTI-IOA
181.122.61.76,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Paraguay,Telecel S.A.,Telecel S.A.,pool-76-61-122-181.telecel.com.py,2025-02-14,2025-02-14,CTI-IOA
64.255.203.222,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,Evoque Data Center Solutions,Evoque Data Center Solutions,64-255-203-222.evoquedcs.net,2025-02-14,2025-02-14,CTI-IOA
106.75.232.41,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,China,Shanghai UCloud Information Technology Company Limited,China Telecom (Group),,2025-02-14,2025-02-14,CTI-IOA
165.227.136.106,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Germany,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
221.214.111.106,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,China,JINAN jiayu Net Bar,CHINA UNICOM China169 Backbone,,2025-02-14,2025-02-14,CTI-IOA
121.199.0.54,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
109.248.6.246,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Russian Federation,Delta Ltd,Delta Ltd,,2025-02-14,2025-02-14,CTI-IOA
45.8.148.165,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Germany,Contabo GmbH,Contabo GmbH,vmi2190619.contaboserver.net,2025-02-14,2025-02-14,CTI-IOA
74.175.81.231,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,HEICO Corp,"AT&T Enterprises, LLC",,2025-02-14,2025-02-14,CTI-IOA
120.237.147.54,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,China,China Mobile Communications Corporation,China Mobile communications corporation,,2025-02-14,2025-02-14,CTI-IOA
147.182.187.72,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
103.30.76.254,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Hong Kong,VH Global Limited,XNNET LLC,,2025-02-14,2025-02-14,CTI-IOA
54.213.75.53,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,"Amazon.com, Inc.","Amazon.com, Inc.",ec2-54-213-75-53.us-west-2.compute.amazonaws.com,2025-02-14,2025-02-14,CTI-IOA
23.21.80.20,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,Amazon Data Services NoVa,"Amazon.com, Inc.",ec2-23-21-80-20.compute-1.amazonaws.com,2025-02-14,2025-02-14,CTI-IOA
205.234.156.138,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3780,United States,Hosteons Pte. Ltd.,Hosteons Pte. Ltd.,,2025-02-14,2025-02-14,CTI-IOA
82.115.223.177,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Netherlands,PSB HOSTING LTD,PSB HOSTING LTD,,2025-02-14,2025-02-14,CTI-IOA
43.240.223.126,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,China,"Inner Mongolia Ruitong Network Technology Co., Ltd",Cloud Computing Corporation,,2025-02-14,2025-02-14,CTI-IOA
45.144.138.74,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Hong Kong,XNNET LIMITED,LUCIDACLOUD LIMITED,,2025-02-14,2025-02-14,CTI-IOA
45.144.138.65,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Hong Kong,XNNET LIMITED,LUCIDACLOUD LIMITED,,2025-02-14,2025-02-14,CTI-IOA
185.220.205.44,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Netherlands,O.M.C. COMPUTERS & COMMUNICATIONS LTD,Kamatera Inc,aviyamedia.com,2025-02-14,2025-02-14,CTI-IOA
216.9.224.60,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Turkey,DC HOST Inc.,DC Host INC,static-216-9-224-60.dchost.com,2025-02-14,2025-02-14,CTI-IOA
45.144.138.77,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Hong Kong,XNNET LIMITED,LUCIDACLOUD LIMITED,,2025-02-14,2025-02-14,CTI-IOA
160.179.151.34,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Morocco,MarocTelecomASDL,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,,2025-02-14,2025-02-14,CTI-IOA
193.37.69.169,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Netherlands,"XHOST INTERNET SOLUTIONS LP Suite 6060, 128 Aldersgate Street, Barbican, London EClA 4AE, England",XHOST INTERNET SOLUTIONS LP,,2025-02-14,2025-02-14,CTI-IOA
38.87.198.94,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,"CloudShare, Ltd.",Cogent Communications,,2025-02-14,2025-02-14,CTI-IOA
185.254.57.207,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United Kingdom,Fastrack Technology Australia Pty Ltd,Fastrack Technology,,2025-02-14,2025-02-14,CTI-IOA
194.113.106.51,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Russian Federation,AEZA GROUP Ltd,Aeza Group LLC,pro-basketball.aeza.network,2025-02-14,2025-02-14,CTI-IOA
3.127.190.89,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Germany,A100 ROW GmbH,"Amazon.com, Inc.",ec2-3-127-190-89.eu-central-1.compute.amazonaws.com,2025-02-14,2025-02-14,CTI-IOA
38.180.71.40,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Netherlands,3NT SOLUTIONS LLP,Scalaxy B.V.,,2025-02-14,2025-02-14,CTI-IOA
190.232.148.3,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Peru,PE-TDP-GRS,Telefonica del Peru S.A.A.,,2025-02-14,2025-02-14,CTI-IOA
52.3.8.179,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,Amazon Technologies Inc.,"Amazon.com, Inc.",ec2-52-3-8-179.compute-1.amazonaws.com,2025-02-14,2025-02-14,CTI-IOA
62.171.176.24,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Germany,Contabo GmbH,Contabo GmbH,vmi402480.contaboserver.net,2025-02-14,2025-02-14,CTI-IOA
147.45.221.179,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Germany,GLOBAL CONNECTIVITY SOLUTIONS LLP,GLOBAL CONNECTIVITY SOLUTIONS LLP,50890-2.ip-ptr.tech,2025-02-14,2025-02-14,CTI-IOA
34.224.27.58,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,Amazon Technologies Inc.,"Amazon.com, Inc.",ec2-34-224-27-58.compute-1.amazonaws.com,2025-02-14,2025-02-14,CTI-IOA
101.43.194.127,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
104.207.129.187,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,"Vultr Holdings, LLC","The Constant Company, LLC",104.207.129.187.vultrusercontent.com,2025-02-14,2025-02-14,CTI-IOA
103.177.46.33,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Singapore,Skillable,Fastrack Technology,,2025-02-14,2025-02-14,CTI-IOA
165.124.184.128,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,Northwestern University,Northwestern University,hamsa.cs.northwestern.edu,2025-02-14,2025-02-14,CTI-IOA
185.254.59.209,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United Kingdom,Fastrack Technology Australia Pty Ltd,Fastrack Technology,,2025-02-14,2025-02-14,CTI-IOA
171.224.107.107,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Viet Nam,Viettel Group,Viettel Group,dynamic-ip-adsl.viettel.vn,2025-02-14,2025-02-14,CTI-IOA
92.118.170.35,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Latvia,,Baykov Ilya Sergeevich,,2025-02-14,2025-02-14,CTI-IOA
94.156.177.244,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Turkey,VIRTUALINE TECHNOLOGIES,Railnet LLC,94-156-177-244.virtualine.org,2025-02-14,2025-02-14,CTI-IOA
188.79.178.19,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Spain,Jazztel triple play services,Orange Espagne SA,19.178.79.188.dynamic.jazztel.es,2025-02-14,2025-02-14,CTI-IOA
190.232.148.144,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Peru,PE-TDP-GRS,Telefonica del Peru S.A.A.,,2025-02-14,2025-02-14,CTI-IOA
192.145.140.191,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,South Africa,MIND THE SPEED,Mind the Speed (PTY) Ltd,192-145-140-191.as328596.net,2025-02-14,2025-02-14,CTI-IOA
93.114.183.253,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Turkey,2E Telekomunikasyon LTD. STI.,ibrahim tufek,,2025-02-14,2025-02-14,CTI-IOA
52.171.34.68,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,Microsoft Corporation,Microsoft Corporation,,2025-02-14,2025-02-14,CTI-IOA
41.143.210.177,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Morocco,ADSL_Maroc_telecom,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,,2025-02-14,2025-02-14,CTI-IOA
174.138.5.200,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Netherlands,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
45.138.74.77,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Germany,Aeza International LTD,AEZA INTERNATIONAL LTD,info.centos-linux.com,2025-02-14,2025-02-14,CTI-IOA
87.229.94.231,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Hungary,Varga Zsolt Robert EV,Rackhost Zrt.,server.eszterhazy.hu,2025-02-14,2025-02-14,CTI-IOA
147.83.42.250,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Spain,Universitat Politecnica de Catalunya,Consorci de Serveis Universitaris de Catalunya,"dync-42-250.ac.upc.es, dync-42-250.ac.upc.edu",2025-02-14,2025-02-14,CTI-IOA
98.184.150.220,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,Cox Communications,Cox Communications Inc.,ip98-184-150-220.tu.ok.cox.net,2025-02-14,2025-02-14,CTI-IOA
210.150.186.173,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Japan,Mitsubishi Electric Information Network Corporation,"NTT PC Communications, Inc.",,2025-02-14,2025-02-14,CTI-IOA
130.51.22.23,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,,"tzulo, inc.",,2025-02-14,2025-02-14,CTI-IOA
107.152.47.123,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,Cloudfanatic,"tzulo, inc.",,2025-02-14,2025-02-14,CTI-IOA
190.234.63.177,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Peru,PE-TDP-GRS,Telefonica del Peru S.A.A.,,2025-02-14,2025-02-14,CTI-IOA
185.254.58.216,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United Kingdom,Fastrack Technology Australia Pty Ltd,Fastrack Technology,,2025-02-14,2025-02-14,CTI-IOA
109.237.26.111,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United Kingdom,"Linode, LLC",Akamai Connected Cloud,109-237-26-111.ip.linodeusercontent.com,2025-02-14,2025-02-14,CTI-IOA
103.157.96.18,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Indonesia,PT Beon Intermedia,PT. Beon Intermedia,,2025-02-14,2025-02-14,CTI-IOA
202.125.94.123,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Indonesia,Gunadarma University,Gunadarma University,,2025-02-14,2025-02-14,CTI-IOA
107.148.79.174,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Singapore,PEG-LA,PEG TECH INC,jzh-174.thifl.com,2025-02-14,2025-02-14,CTI-IOA
103.177.46.41,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Singapore,Skillable,Fastrack Technology,,2025-02-14,2025-02-14,CTI-IOA
154.38.164.239,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,Contabo Inc,"Nubes, LLC",vmi2228478.contaboserver.net,2025-02-14,2025-02-14,CTI-IOA
103.152.3.40,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Singapore,NCL Capital Pty Ltd,Fastrack Technology,,2025-02-14,2025-02-14,CTI-IOA
185.254.59.187,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United Kingdom,Fastrack Technology Australia Pty Ltd,Fastrack Technology,,2025-02-14,2025-02-14,CTI-IOA
52.138.143.143,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Ireland,Microsoft Corporation,Microsoft Corporation,,2025-02-14,2025-02-14,CTI-IOA
103.177.47.168,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Singapore,Skillable,Fastrack Technology,,2025-02-14,2025-02-14,CTI-IOA
94.130.39.57,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Germany,Hetzner Online GmbH,Hetzner Online GmbH,static.57.39.130.94.clients.your-server.de,2025-02-14,2025-02-14,CTI-IOA
5.39.218.164,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Netherlands,HOSTKEY B.V.,HOSTKEY B.V.,,2025-02-14,2025-02-14,CTI-IOA
93.104.117.167,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Germany,M-net Telekommunikations GmbH,M-net Telekommunikations GmbH,ppp-93-104-117-167.dynamic.mnet-online.de,2025-02-14,2025-02-14,CTI-IOA
46.253.4.26,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Sweden,S3 Company Ltd,ALEXHOST SRL,cronbolambo,2025-02-14,2025-02-14,CTI-IOA
217.76.49.39,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Germany,Contabo GmbH,Contabo GmbH,vmi1180126.contaboserver.net,2025-02-14,2025-02-14,CTI-IOA
37.114.50.20,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Germany,DATALIX,Florian Kolb,20.50.114.37.in-addr.arpa,2025-02-14,2025-02-14,CTI-IOA
194.233.77.189,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Singapore,Contabo Asia Private Limited,Contabo Asia Private Limited,vmi2037040.contaboserver.net,2025-02-14,2025-02-14,CTI-IOA
74.48.78.240,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,MULTACOM CORPORATION,MULTACOM CORPORATION,a1.tkchixiuhao.icu,2025-02-14,2025-02-14,CTI-IOA
81.0.219.234,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United Kingdom,Contabo GmbH,Contabo GmbH,vmi1533255.contaboserver.net,2025-02-14,2025-02-14,CTI-IOA
146.70.87.114,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,M247 LTD Los Angeles Infrastructure,M247 Europe SRL,,2025-02-14,2025-02-14,CTI-IOA
137.184.91.219,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
185.62.57.34,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Netherlands,Snel.com B.V.,Snel.com B.V.,test.localhost.com,2025-02-14,2025-02-14,CTI-IOA
196.89.149.188,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Morocco,ADSL_Maroc_telecom,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,,2025-02-14,2025-02-14,CTI-IOA
195.54.160.71,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Italy,BlueVPS OU,BlueVPS OU,,2025-02-14,2025-02-14,CTI-IOA
185.243.5.157,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,Dedires LLC,ReliableSite.Net LLC,,2025-02-14,2025-02-14,CTI-IOA
185.132.54.140,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,Mo's Operations GmbH,Evoxt Enterprise,,2025-02-14,2025-02-14,CTI-IOA
195.94.24.29,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Yemen,TeleYemen,TeleYemen,,2025-02-14,2025-02-14,CTI-IOA
201.230.41.198,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Peru,PE-TDP-GRS,Telefonica del Peru S.A.A.,client-201.230.41.198.speedy.net.pe,2025-02-14,2025-02-14,CTI-IOA
94.154.34.94,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Turkey,Individual entrepreneur Dyachenko Valentina Ivanovna,Yusuf Kemal TURKMENOGLU,server.keyubu.com,2025-02-14,2025-02-14,CTI-IOA
103.8.28.3,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United Kingdom,Fastrack Technology,Fastrack Technology,,2025-02-14,2025-02-14,CTI-IOA
148.66.61.82,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Hong Kong,DATAPLUGS.COM,Netsec Limited,,2025-02-14,2025-02-14,CTI-IOA
148.66.61.83,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Hong Kong,DATAPLUGS.COM,Netsec Limited,,2025-02-14,2025-02-14,CTI-IOA
209.200.246.230,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Canada,REGXA LLC,Regxa Company for Information Technology Ltd,,2025-02-14,2025-02-14,CTI-IOA
185.254.58.67,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United Kingdom,Fastrack Technology Australia Pty Ltd,Fastrack Technology,,2025-02-14,2025-02-14,CTI-IOA
77.83.242.228,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Netherlands,Labixe Host DDoS Protected Network,LABIXE LTD,,2025-02-14,2025-02-14,CTI-IOA
103.177.47.72,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Singapore,Skillable,Fastrack Technology,,2025-02-14,2025-02-14,CTI-IOA
199.101.108.105,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,Learn on Demand Systems,Fastrack Technology,,2025-02-14,2025-02-14,CTI-IOA
74.48.125.18,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,MULTACOM CORPORATION,MULTACOM CORPORATION,,2025-02-14,2025-02-14,CTI-IOA
83.222.191.203,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Bulgaria,4Media Ltd.,ROZA HOLIDAYS EOOD,,2025-02-14,2025-02-14,CTI-IOA
185.196.11.208,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Germany,Global-Data System IT Corporation,Global-Data System IT Corporation,,2025-02-14,2025-02-14,CTI-IOA
38.55.193.188,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Hong Kong,PEG TECH INC,LUCIDACLOUD LIMITED,,2025-02-14,2025-02-14,CTI-IOA
95.164.22.25,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,"Moldova, Republic of",STARK INDUSTRIES SOLUTIONS LTD.,STARK INDUSTRIES SOLUTIONS LTD,ggoogle.solutions,2025-02-14,2025-02-14,CTI-IOA
38.170.200.82,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,24 SHELLS,24 SHELLS,,2025-02-14,2025-02-14,CTI-IOA
38.92.97.253,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,"CloudShare, Ltd.",Cogent Communications,,2025-02-14,2025-02-14,CTI-IOA
168.245.200.229,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,United States,Learn on Demand Systems,Fastrack Technology,,2025-02-14,2025-02-14,CTI-IOA
93.104.108.93,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Germany,M-net Telekommunikations GmbH,M-net Telekommunikations GmbH,ppp-93-104-108-93.dynamic.mnet-online.de,2025-02-14,2025-02-14,CTI-IOA
39.109.122.104,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Hong Kong,YISU CLOUD LTD,YISU CLOUD LTD,,2025-02-14,2025-02-14,CTI-IOA
201.230.41.202,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Peru,PE-TDP-GRS,Telefonica del Peru S.A.A.,client-201.230.41.202.speedy.net.pe,2025-02-14,2025-02-14,CTI-IOA
66.63.187.154,ssl:MetasploitSelfSignedCA,Metasploit Framework C2_1,"IOA,Lab,Monty",3790,Turkey,Virtualine Technologies,Railnet LLC,,2025-02-14,2025-02-14,CTI-IOA
147.45.221.134,http.favicon.hash:-127886975,Metasploit Framework C2_2,"IOA,Lab,Monty",3790,Germany,GLOBAL CONNECTIVITY SOLUTIONS LLP,GLOBAL CONNECTIVITY SOLUTIONS LLP,50890.ip-ptr.tech,2025-02-14,2025-02-14,CTI-IOA
13.57.242.73,http.favicon.hash:-127886975,Metasploit Framework C2_2,"IOA,Lab,Monty",19071,United States,Amazon Technologies Inc.,"Amazon.com, Inc.",ec2-13-57-242-73.us-west-1.compute.amazonaws.com,2025-02-14,2025-02-14,CTI-IOA
156.244.14.192,http.favicon.hash:-127886975,Metasploit Framework C2_2,"IOA,Lab,Monty",3790,United States,Lightnode Limited,Kaopu Cloud HK Limited,,2025-02-14,2025-02-14,CTI-IOA
88.119.170.212,http.favicon.hash:-127886975,Metasploit Framework C2_2,"IOA,Lab,Monty",3790,Netherlands,"Informacines sistemos ir technologijos, UAB","Informacines sistemos ir technologijos, UAB",17224-30013.bacloud.info,2025-02-14,2025-02-14,CTI-IOA
